datetime,ncomp,x3,x1,x2,Y_unc,Y
2011-01-03,1.0,0.029968827185706308,0.2551797366594927,0.1434704201523442,0.3723817048258589,2.4498647300111736
2011-01-03,2.0,0.03261156092550887,0.4058257757744938,0.13753779247769068,0.3723817048258589,2.4498647300111736
2011-01-03,3.0,0.03758614257952455,0.2406243807653744,0.044151606317378515,0.3723817048258589,2.4498647300111736
2011-01-03,4.0,0.03528008194549375,0.1971284321658416,0.05630838832812226,0.3723817048258589,2.4498647300111736
2011-01-03,5.0,0.026169728529272383,0.2120118906863268,0.051156272987130894,0.3723817048258589,2.4498647300111736
2011-01-03,6.0,0.02377790298029937,0.17331254127502116,0.04782741611755858,0.3723817048258589,2.4498647300111736
2011-01-03,7.0,0.020362003361340263,0.2157567040403088,0.04575721539181608,0.3723817048258589,2.4498647300111736
2011-01-03,8.0,0.020111232356996862,0.21727297926793135,0.044255948613992124,0.3723817048258589,2.4498647300111736
2011-01-03,9.0,0.02030064264459818,0.236496723173382,0.04473237634731599,0.3723817048258589,2.4498647300111736
2011-01-03,10.0,0.023990258539808858,0.18775901027457897,0.04092680980752925,0.3723817048258589,2.4498647300111736
2011-01-03,11.0,0.015034374186353734,0.1236228268543162,0.02709644940654098,0.3723817048258589,2.4498647300111736
2011-01-03,12.0,0.012873107797281177,0.15295736505590535,0.028013721595271632,0.3723817048258589,2.4498647300111736
2011-01-03,13.0,0.012869204585387064,0.1523626324913049,0.028040404068646527,0.3723817048258589,2.4498647300111736
2011-01-03,14.0,0.0043329961529680935,0.2549159678847937,0.04202496253435811,0.3723817048258589,2.4498647300111736
2011-01-03,15.0,0.010938568372799004,0.3802411708551119,0.057497276647827576,0.3723817048258589,2.4498647300111736
2011-01-03,16.0,0.01340362359228031,0.29220447416146994,0.059483783748325435,0.3723817048258589,2.4498647300111736
2011-01-03,17.0,0.013665982774854951,0.23774324616594295,0.06498238990338381,0.3723817048258589,2.4498647300111736
2011-01-03,18.0,0.01384859329633188,0.2419063197036441,0.06502668527916247,0.3723817048258589,2.4498647300111736
2011-01-03,19.0,0.014266478520503775,0.2235166885938356,0.06398043182205401,0.3723817048258589,2.4498647300111736
2011-01-03,20.0,0.015497993662647768,0.03104951446504825,0.04575415521119988,0.3723817048258589,2.4498647300111736
2011-01-03,21.0,0.014235968726688225,-0.026793300752932958,0.04957248360768821,0.3723817048258589,2.4498647300111736
2011-01-03,22.0,0.013769342446033736,-0.06049652517646329,0.034091004448463975,0.3723817048258589,2.4498647300111736
2011-01-03,23.0,0.013873604695177963,-0.05428549793827355,0.03338973147447468,0.3723817048258589,2.4498647300111736
2011-01-03,24.0,0.013563657694417879,-0.0850936470930407,0.030107678510164437,0.3723817048258589,2.4498647300111736
2011-01-03,25.0,0.012912538793149271,-0.018952274303239616,0.015443905390418724,0.3723817048258589,2.4498647300111736
2011-01-03,26.0,0.003540130994410003,0.13378797372133602,0.021905749262763227,0.3723817048258589,2.4498647300111736
2011-01-03,27.0,0.009190268841106427,0.33519117168031404,0.019209788369501258,0.3723817048258589,2.4498647300111736
2011-01-03,28.0,0.009694841123303065,0.4213048125382143,0.030072574203812312,0.3723817048258589,2.4498647300111736
2011-01-03,29.0,0.00761913291861367,0.4799087763713302,0.024675712393173056,0.3723817048258589,2.4498647300111736
2011-01-03,30.0,0.006469224847030633,0.39278584602966665,0.031470410847398066,0.3723817048258589,2.4498647300111736
2011-01-03,31.0,-0.0008005837481965399,0.45533318872511996,0.017125492259909544,0.3723817048258589,2.4498647300111736
2011-01-03,32.0,0.003363427934599687,0.5037796995870522,0.01938860078307028,0.3723817048258589,2.4498647300111736
2011-01-03,33.0,0.001432203895693738,0.4649998237821247,0.01796935495609189,0.3723817048258589,2.4498647300111736
2011-01-03,34.0,-0.0016765876341061118,0.4076771118782493,0.01835901567054875,0.3723817048258589,2.4498647300111736
2011-01-03,35.0,0.0008103848421549478,0.4489264127329032,0.022230990243361462,0.3723817048258589,2.4498647300111736
2011-01-03,36.0,0.0004946393405196989,0.4673570955335874,0.02214332224200301,0.3723817048258589,2.4498647300111736
2011-01-03,37.0,0.0009568725478252613,0.44897076618183945,0.022657026208403413,0.3723817048258589,2.4498647300111736
2011-01-03,38.0,0.0031122654126735025,0.43564938366410816,0.017635464967449863,0.3723817048258589,2.4498647300111736
2011-01-03,39.0,0.0026484673841076505,0.4497355480742443,0.024703574479372773,0.3723817048258589,2.4498647300111736
2011-01-03,40.0,0.013279990540851551,0.5591670832901211,0.03800740904730696,0.3723817048258589,2.4498647300111736
2011-01-03,41.0,0.012876402638140662,0.5529344462773861,0.037268012693571925,0.3723817048258589,2.4498647300111736
2011-01-03,42.0,-0.008675755870133743,0.6786417028342884,0.04371407985616873,0.3723817048258589,2.4498647300111736
2011-01-03,43.0,-0.007971599608368823,0.6829028082637442,0.04430915460319335,0.3723817048258589,2.4498647300111736
2011-01-03,44.0,-0.004765135249544429,0.6322052986145472,0.041488569865130144,0.3723817048258589,2.4498647300111736
2011-01-03,45.0,-0.003049736971436537,0.6831815788583376,0.04413871207209658,0.3723817048258589,2.4498647300111736
2011-01-03,46.0,-0.003483013165236672,0.6348404213545796,0.0405559772661208,0.3723817048258589,2.4498647300111736
2011-01-03,47.0,-0.003777629249919867,0.5606376143033099,0.045227684605857334,0.3723817048258589,2.4498647300111736
2011-01-03,48.0,-0.002677218147083448,0.5559966471234238,0.04594395364124633,0.3723817048258589,2.4498647300111736
2011-01-03,49.0,-0.00321609932484385,0.5339532605612792,0.05341741507979815,0.3723817048258589,2.4498647300111736
2011-01-03,50.0,-0.0036257276402940023,0.5232310156392356,0.056778674613593434,0.3723817048258589,2.4498647300111736
2011-01-03,51.0,-0.0063093813469664774,0.5978458020570879,0.06315209997386984,0.3723817048258589,2.4498647300111736
2011-01-03,52.0,-0.009387261234060171,0.5190463182667039,0.04250072357287934,0.3723817048258589,2.4498647300111736
2011-01-03,53.0,-0.007895985432933936,0.5109269117209211,0.04857438669479549,0.3723817048258589,2.4498647300111736
2011-01-03,54.0,-0.013948006026705508,0.4759388585742172,0.036447800456121546,0.3723817048258589,2.4498647300111736
2011-01-03,55.0,-0.026842499369695048,0.4094935237930269,0.02192203661257384,0.3723817048258589,2.4498647300111736
2011-01-03,56.0,-0.026753994290118814,0.4026078390157292,0.02173303048968413,0.3723817048258589,2.4498647300111736
2011-01-03,57.0,-0.02599355465673838,0.4629826406274438,0.029140784425985108,0.3723817048258589,2.4498647300111736
2011-01-03,58.0,-0.024246500654043168,0.5316034843309726,0.03714856207008675,0.3723817048258589,2.4498647300111736
2011-01-03,59.0,-0.02178481264302343,0.4610123412888807,0.06283628082815346,0.3723817048258589,2.4498647300111736
2011-01-03,60.0,-0.022981226812839317,0.29634975723159834,0.08599483312919626,0.3723817048258589,2.4498647300111736
2011-01-06,1.0,0.029808893437786255,0.5830133576836043,0.141772488401013,0.5186130292934976,5.57837746915281
2011-01-06,2.0,0.02852502044864045,0.5098276342682831,0.14465463286809604,0.5186130292934976,5.57837746915281
2011-01-06,3.0,0.03199086581792118,0.3947300180840457,0.07959145703355744,0.5186130292934976,5.57837746915281
2011-01-06,4.0,0.031769882720138955,0.3905619275661026,0.08075640617156038,0.5186130292934976,5.57837746915281
2011-01-06,5.0,0.04982444613333939,0.3610664367339607,0.0909666789114122,0.5186130292934976,5.57837746915281
2011-01-06,6.0,0.04794903994313636,0.3307226687806672,0.08835655595232929,0.5186130292934976,5.57837746915281
2011-01-06,7.0,0.046208311682023655,0.3523520378741593,0.0873015902591116,0.5186130292934976,5.57837746915281
2011-01-06,8.0,0.045733249456167184,0.3552244795527002,0.08445758068573468,0.5186130292934976,5.57837746915281
2011-01-06,9.0,0.046996015387622915,0.4833858861281376,0.08763384274658187,0.5186130292934976,5.57837746915281
2011-01-06,10.0,0.05847960592681886,0.3316942318632148,0.07578936647757491,0.5186130292934976,5.57837746915281
2011-01-06,11.0,0.04632405693691162,0.2446441440301853,0.05701783965036353,0.5186130292934976,5.57837746915281
2011-01-06,12.0,0.041066750841992766,0.31600075571793945,0.059249115115940915,0.5186130292934976,5.57837746915281
2011-01-06,13.0,0.04200624149925389,0.459150987669842,0.05282672885361207,0.5186130292934976,5.57837746915281
2011-01-06,14.0,0.031922275100979516,0.5802989652908419,0.06934692265855429,0.5186130292934976,5.57837746915281
2011-01-06,15.0,0.04412302957579616,0.8117795971060437,0.09792490188175487,0.5186130292934976,5.57837746915281
2011-01-06,16.0,0.04795778561998306,0.6748255637488342,0.10101520592454094,0.5186130292934976,5.57837746915281
2011-01-06,17.0,0.048723511798076886,0.5158740547600544,0.11706353567856773,0.5186130292934976,5.57837746915281
2011-01-06,18.0,0.048479214441997896,0.5103046721735801,0.1170042770821739,0.5186130292934976,5.57837746915281
2011-01-06,19.0,0.04960555680860253,0.4607383811752418,0.11418426927432734,0.5186130292934976,5.57837746915281
2011-01-06,20.0,0.051278989180908716,0.19920623368364876,0.08941767058346217,0.5186130292934976,5.57837746915281
2011-01-06,21.0,0.04732652681501212,0.01805169087523251,0.10137607081608448,0.5186130292934976,5.57837746915281
2011-01-06,22.0,0.04694071897124525,-0.009814224273397256,0.0885759428756544,0.5186130292934976,5.57837746915281
2011-01-06,23.0,0.04698067936351778,-0.007433735775483378,0.08830716732783317,0.5186130292934976,5.57837746915281
2011-01-06,24.0,0.0480560984901708,0.09946090355498728,0.0996948643336167,0.5186130292934976,5.57837746915281
2011-01-06,25.0,0.04638464693045145,0.26924878791236,0.062052297968829086,0.5186130292934976,5.57837746915281
2011-01-06,26.0,0.03642246713272615,0.4316004317849925,0.06892076249400547,0.5186130292934976,5.57837746915281
2011-01-06,27.0,0.0409382475841733,0.5925686504159497,0.06676605975400474,0.5186130292934976,5.57837746915281
2011-01-06,28.0,0.04066660546180445,0.5462084102820982,0.06091795770206247,0.5186130292934976,5.57837746915281
2011-01-06,29.0,0.034178357750353994,0.7293926523461335,0.044048449640772536,0.5186130292934976,5.57837746915281
2011-01-06,30.0,0.03087950033767772,0.4794543036431765,0.06354108728419887,0.5186130292934976,5.57837746915281
2011-01-06,31.0,0.016059889958892227,0.6069579699135015,0.034298762455792546,0.5186130292934976,5.57837746915281
2011-01-06,32.0,0.021337534195629254,0.6683611234869818,0.03716712176028664,0.5186130292934976,5.57837746915281
2011-01-06,33.0,0.017005486594858815,0.5813715953149409,0.033983524023408665,0.5186130292934976,5.57837746915281
2011-01-06,34.0,0.013521942904706916,0.5171388639011321,0.03442015675034914,0.5186130292934976,5.57837746915281
2011-01-06,35.0,0.01771936739432741,0.5867579800110907,0.04095513896275621,0.5186130292934976,5.57837746915281
2011-01-06,36.0,0.016977065168767718,0.6300876134996883,0.040749035780979964,0.5186130292934976,5.57837746915281
2011-01-06,37.0,0.01668382119018944,0.6417520293948076,0.04042313839295688,0.5186130292934976,5.57837746915281
2011-01-06,38.0,0.016683875764146608,0.6417516921010455,0.040423011248401586,0.5186130292934976,5.57837746915281
2011-01-06,39.0,0.015652329277750468,0.6730811340329411,0.05614339616472997,0.5186130292934976,5.57837746915281
2011-01-06,40.0,0.021928016120783243,0.7376775268208914,0.06399652297722408,0.5186130292934976,5.57837746915281
2011-01-06,41.0,0.015810121485261956,0.6431984398880501,0.052788186563650856,0.5186130292934976,5.57837746915281
2011-01-06,42.0,-0.051147346640836526,1.0337412071425105,0.07281459535293755,0.5186130292934976,5.57837746915281
2011-01-06,43.0,-0.021400454667484033,1.2137504604564902,0.09795336806148593,0.5186130292934976,5.57837746915281
2011-01-06,44.0,-0.03466954073108115,1.4235484009493584,0.10962559561518967,0.5186130292934976,5.57837746915281
2011-01-06,45.0,-0.028316080521412608,1.6123533987735468,0.1194411429879592,0.5186130292934976,5.57837746915281
2011-01-06,46.0,-0.02801484341325567,1.6459627931962335,0.12193205453050204,0.5186130292934976,5.57837746915281
2011-01-06,47.0,-0.027572944086326382,1.7572607575538188,0.11492488677433273,0.5186130292934976,5.57837746915281
